date_time,number_of_rentals
2021-04-01,72001.66
2021-04-02,67403.125
2021-04-03,31060.697
2021-04-04,41062.47
2021-04-05,72745.06
2021-04-06,75456.836
2021-04-07,69681.61
2021-04-08,70062.06
2021-04-09,77699.95
2021-04-10,74815.85
2021-04-11,75290.94
2021-04-12,34821.61
2021-04-13,39279.902
2021-04-14,68605.734
2021-04-15,75909.04
2021-04-16,56075.71
2021-04-17,44462.594
2021-04-18,77650.69
2021-04-19,80718.06
2021-04-20,84681.65
2021-04-21,85174.21
2021-04-22,81765.484
2021-04-23,78325.27
2021-04-24,80680.484
2021-04-25,82428.93
2021-04-26,78708.68
2021-04-27,68678.9
2021-04-28,76516.47
2021-04-29,79554.39
2021-04-30,47593.87
2021-05-01,20875.438
2021-05-02,69229.04
2021-05-03,79205.2
2021-05-04,50545.51
2021-05-05,74835.016
2021-05-06,85123.336
2021-05-07,75499.766
2021-05-08,76294.47
2021-05-09,83005.86
2021-05-10,75206.01
2021-05-11,99379.195
2021-05-12,97411.336
2021-05-13,96141.375
2021-05-14,90264.6
2021-05-15,77262.56
2021-05-16,38727.934
2021-05-17,65846.91
2021-05-18,91363.64
2021-05-19,90375.92
2021-05-20,77445.76
2021-05-21,54097.043
2021-05-22,98942.71
2021-05-23,90126.94
2021-05-24,91864.18
2021-05-25,75952.41
2021-05-26,87812.5
2021-05-27,72311.32
2021-05-28,74800.44
2021-05-29,91968.13
2021-05-30,86683.32
2021-05-31,73851.16
2021-06-01,92342.195
2021-06-02,95518.414
2021-06-03,56076.773
2021-06-04,94299.266
2021-06-05,88943.14
2021-06-06,94914.52
2021-06-07,101316.82
2021-06-08,104833.016
2021-06-09,97098.266
2021-06-10,91219.99
2021-06-11,53408.69
2021-06-12,100828.64
2021-06-13,100286.34
2021-06-14,105888.79
2021-06-15,96279.29
2021-06-16,87583.63
2021-06-17,91790.305
2021-06-18,66384.164
2021-06-19,99428.39
2021-06-20,98976.04
2021-06-21,101183.5
2021-06-22,61264.79
2021-06-23,34117.19
2021-06-24,78303.95
2021-06-25,100053.305
2021-06-26,81451.625
2021-06-27,101074.85
2021-06-28,43994.71
2021-06-29,67406.945
2021-06-30,57572.15
